,airline_sentiment,sentiment_confidence,text,char_length,word_count
10802,negative,0.6498, right can you use a shuttle ticket from lga to bos for any shuttle flight? probably gonna miss the pm,115,21
10803,negative,1.0, i did but i need to get a human being whats the fastest way to achieve this? all i get is a computer,115,24
10804,positive,1.0,  checkin staff at phx are awesome! great traffic control for general boarding,91,14
10805,negative,1.0, batting ! four flights in a month all four delayed!,68,11
10806,neutral,0.68, sure just dmed you,32,5
10807,negative,1.0,  also that i was told no comps upgrades etc reflight booking problems is good enough #usairwaysfail,119,18
10808,negative,1.0, i was  tomorrow i missed my meeting today  it was pointless  pay hotel today when the purpose of my trip has been screwed,144,27
10809,negative,0.6682, merging aa and dividendmiles yield an error what are the exact steps to navigate the phone menu? all i get is a computer,135,24
10810,negative,0.6847, # was on plane from pbi to clt and knew about the frozen water also saw a plane to nyc take off at the gate next door!,135,28
10811,negative,1.0, and next flight delayed as well  out of charlotte is it just my luck or what?,94,18
10812,positive,1.0,   just talked to reservation must congratulation to them very friendly  good for usair the only airline we fly,126,19
10813,neutral,0.6693, i am just trying to establish what your policy is thanks!,69,12
10814,negative,1.0, fight was delayed  hrs in mco now im stuck in philly with a standby ticket flight  solution needed,119,21
10815,neutral,0.6222, sure did i have carried this bag on numerous times on the same style plane planning accordingly apparently accounts for nothing,140,22
10816,negative,1.0, know what i like about gate x  ? nothini like nothin bout yo #ghettofab gate #usairways ,139,19
10817,negative,1.0, ive tried calling  times the past  days and i keep getting told to call back someone please help me,114,22
10818,negative,1.0, gate agent in clt forced me to check bag in z  proceeded to allow larger bags huge inconvenience to travel plans,131,23
10819,neutral,0.6607, its vegas baby who doesnt have a good time in vegas lol,68,13
10820,neutral,1.0, me and my wife will be flying out of atlanta to vegas on march th since couldnt get any out of tricities here in tn,128,26
10821,negative,1.0, worst customer service ticket was  and fee is  its not worth it for them accommodate me given circumstances in bos,135,23
10822,negative,1.0, see? no response? obviously you think this service is acceptable #customerservicefail,99,12
10823,negative,1.0, were sincerely sorry sean reservations is working hard to answer everyones call and we appreciate your patience #false,137,19
10824,neutral,0.6697, absolutely,21,2
10825,negative,1.0, it wasnt weather this morning  awe diverted back to bos due to mechanical issues  so far lost one of  days ,128,23
10826,negative,1.0, i have been in contact with  people and still no answers you keep sending me to  and they keep sending me to you!,134,26
10827,negative,1.0,  no one appreciates the sass of the gate agent at gate c at lga flight us irritated customers,122,20
10828,negative,0.6804, how do i get you to stop sending me emails about my ex boyfriends account? i dont care how many points he has! he only has,134,27
10829,negative,0.6726, we have seats  on phone iwas  told i was getting error msg due to paid st class upgrd told to check in after amsound right?,140,26
10830,negative,1.0, waiting for bags now over min in phl bag claim!,60,11
10831,positive,1.0, awesome! flight # out of philly on tuesday party in row  if youre interested,95,16
10832,negative,1.0, flight is already over i think the airline should just have the flight attendants actually emphasize that vape is still smoking,139,22
10833,negative,1.0, call volumes are high so the best answer is to hang up on me?,72,15
10834,positive,1.0, i got through and am able to switch my flight with no charge thank you,82,16
10835,neutral,1.0, will you please start offering more routes out of  to more locations instead of just charlotte and atlanta,127,20
10836,positive,1.0, welcome to north texas us air  american air employees housing and education are great opportunities in the gr state of texas,140,23
10837,neutral,0.6887, oh they saw it and said nothing,43,8
10838,negative,1.0, yes but lost a whole day  frustrating!!  #poor customer service,75,11
10839,negative,1.0, saddens me that my first tweet  ever  has to be a complaint about customer service,96,18
10840,negative,1.0, trying to check in online for a flight tomorrow  tried computer tablet and phone  got error message on all devices?,130,21
10841,negative,1.0,  how do i merge my miles accounts? your sites tell me my info dont match even though i cant find a difference,135,24
10842,negative,1.0, yes had to go pick up and pay  cab ride very rude employee poor customer service,93,18
10843,neutral,1.0, can i bring mini bottles of booze on to my flight?,61,12
10844,negative,1.0, your staff at lax really messed up on this one failing to scan my suitcase tag,91,17
10845,negative,1.0, not happy with start of trip!  cancelled flightled flight #poor customerservice,90,12
10846,neutral,0.3616, nice try  doesnt apply to philly,46,7
10847,neutral,1.0, what is your policy around bringing a breast pump on board?,70,12
10848,positive,0.6638, thanks no dc yet i see i will keep that link and check back appreciate it!,89,17
10849,negative,0.688, im glad too but i should not have to spend an hour to try and track down the basic information that you already have available,140,26
10850,neutral,1.0, will you guys be offering nofee changes for flights out of dca tomorrow afternoon?,94,15
10851,neutral,1.0, how can i get ahold of a reservations supervisor?,60,10
10852,negative,1.0, i called the btv desk they had more information  so it exists  your systems dont make it easy for the customer to access it,139,26
10853,positive,1.0, awesome! and yes  is!,47,6
10854,negative,1.0, that website does not give correct info said my bag was in miami was in key west the entire timei got the run around for  days,140,28
10855,negative,1.0, was on hold for about  minutes after speaking  lady at the airport counter gave up,97,18
10856,negative,1.0, i just want to find my bag so i wont have to go through the hassle of trying to claim what was in my suitcase #usairwaysfail,136,27
10857,negative,1.0, literally all that says is case open  what good is that to me?,75,14
10858,negative,1.0, no you not sorry i am trying  add a day  my vacation but there is a  charge just  change flights,115,25
10859,positive,1.0, melinda in reservations in greensboro nc is an absolute jewel thank her for me shes amazing!!!,106,17
10860,negative,1.0, the two women workng phl bag check term c   et should be fired for being rude pushy and treating customers with disrespect,140,25
10861,positive,1.0, best gagent in a long time  danny b for us dfwclt appreciated how up to date he kept us during irrops super professional!,140,25
10862,positive,1.0, good news we got fixed,37,6
10863,negative,1.0, dont bother wasting your time!   will send u a form letter  let u choose a gift certificate #worstcustomerservice,143,21
10864,neutral,0.648, thanks is there a beareavement discount anymore or not should i just book online,91,15
10865,negative,1.0, and now that flight pushed back to pm departure,63,10
10866,negative,1.0, not just this trip been a few ur saving grace is ur cheaper flights now willing to pay more  bttr service on bttr airlines,139,26
